"","studlab","treat1","treat2","RR","TE_direct","TE_adj","seTE"
"ADA.8","99","PBO","ADA",-1.89502079754982,-2.72867318427716,0.83365238672734,0.381706912979001
"ADA.9","68","GUSEL","ADA",0.0539340353291868,0.372721687054034,-0.318787651724847,0.186754788524159
"ADA.10","94","GUSEL","ADA",0.38789238734544,0.372721687054034,0.0151707002914062,0.0643424302077852
"ADA.11","95","GUSEL","ADA",0.402587408280549,0.372721687054034,0.0298657212265152,0.0738521965739793
"ADA.12","130","RISAN","ADA",0.424599199870434,0.424599199870434,0,0.0701417677801468
"ADA.13","153","BIME","ADA",0.506465647356094,0.506465647356094,0,0.0802123506691958
"CERTO.1","128","ETA","CERTO",-0.179393297014866,-0.179393297014866,0,0.147815238624265
"CERTO.2","52","PBO","CERTO",-3.2017813915089,-2.98203688355191,-0.219744507956989,0.997137926476808
"CERTO.3","103","PBO","CERTO",-2.99900559889896,-2.98203688355191,-0.0169687153470481,0.994392560751194
"CERTO.4","104","PBO","CERTO",-2.57076645885914,-2.98203688355191,0.411270424692775,0.696060467916457
"CERTO.5","128","PBO","CERTO",-3.62504244124786,-2.98203688355191,-0.643005557695944,1.41025450423565
"CERTO.6","140","PBO","CERTO",-3.54743506273209,-2.98203688355191,-0.565398179180176,1.40265802253421
"APRE.1","93","ETA","APRE",0.348306694268216,0.348306694268216,0,0.343599297442427
"APRE.2","20","PBO","APRE",-3.31773840627689,-1.93941501013759,-1.37832339613931,1.00640765073624
"APRE.3","66","PBO","APRE",-1.79538923727863,-1.93941501013759,0.144025772858952,0.728549192723943
"APRE.4","91","PBO","APRE",-1.99243016469021,-1.93941501013759,-0.0530151545526198,1.0150384378451
"APRE.5","93","PBO","APRE",-1.39827055216661,-1.93941501013759,0.54114445797098,0.626668741833212
"APRE.6","117","PBO","APRE",-2.18539011968922,-1.93941501013759,-0.24597510955163,1.01870920321239
"IXE.1","69","ETA","IXE",-1.24791868319831,-1.06913821078017,-0.178780472418144,0.11356590371365
"IXE.2","70","ETA","IXE",-0.954988021827839,-1.06913821078017,0.11415018895233,0.0907457382808815
"IXE.3","124","USK","IXE",-0.34175324266226,-0.34175324266226,0,0.0753432252612283
"IXE.4","38","PBO","IXE",-3.30984760307393,-3.62839627801068,0.318548674936748,1.4044107872436
"IXE.5","69","PBO","IXE",-4.69604229559184,-3.62839627801068,-1.06764601758116,0.997403006055714
"IXE.6","70","PBO","IXE",-3.06546561156867,-3.62839627801068,0.562930666442009,0.402658450733394
"IXE.7","86","PBO","IXE",-4.98355119218894,-3.62839627801068,-1.35515491417826,0.705854255255734
"IXE.8","163","PBO","IXE",-3.55027398562214,-3.62839627801068,0.0781222923885347,0.699563670499312
"IXE.9","146","GUSEL","IXE",-0.257087207366647,-0.257087207366647,0,0.0475269509276482
"GUSEL.1","68","PBO","GUSEL",-2.97484251708543,-3.32377385310655,0.348931336021114,0.990803745568869
"GUSEL.2","94","PBO","GUSEL",-3.23835656950571,-3.32377385310655,0.0854172836008358,0.441998571806254
"GUSEL.3","95","PBO","GUSEL",-3.36441813015886,-3.32377385310655,-0.0406442770523112,0.404351485653628
"GUSEL.4","114","PBO","GUSEL",-3.22207071576472,-3.32377385310655,0.101703137341828,1.39443414006287
"GUSEL.5","118","PBO","GUSEL",-4.50923335073228,-3.32377385310655,-1.18545949762573,1.40988075617075
"GUSEL.6","142","SECU","GUSEL",0.0960834894498683,0.0960834894498683,1.38777878078145e-17,0.0380708207088512
"GUSEL.7","68","ADA","GUSEL",-0.0539340353291868,-0.372721687054034,0.318787651724847,0.186754788524159
"GUSEL.8","94","ADA","GUSEL",-0.38789238734544,-0.372721687054034,-0.0151707002914062,0.0643424302077852
"GUSEL.9","95","ADA","GUSEL",-0.402587408280549,-0.372721687054034,-0.0298657212265152,0.0738521965739793
"GUSEL.10","146","IXE","GUSEL",0.257087207366647,0.257087207366647,0,0.0475269509276482
"RISAN.1","101","USK","RISAN",-0.584194869852741,-0.502974971785284,-0.0812198980674569,0.122011730388465
"RISAN.2","102","USK","RISAN",-0.455020027438211,-0.502974971785284,0.0479549443470728,0.110994052295191
"RISAN.3","121","USK","RISAN",-0.436717651612269,-0.502974971785284,0.0662573201730153,0.205873759580974
"RISAN.4","101","PBO","RISAN",-2.73222920299819,-3.11411590533153,0.381886702333341,0.437348164480241
"RISAN.5","102","PBO","RISAN",-3.60186807712431,-3.11411590533153,-0.487752171792776,0.700671115694506
"RISAN.6","116","PBO","RISAN",-3.7757064483244,-3.11411590533153,-0.661590542992865,0.992811043980618
"RISAN.7","131","PBO","RISAN",-3.60030330649096,-3.11411590533153,-0.486187401159425,0.700641636102925
"RISAN.8","164","PBO","RISAN",-2.79379092989038,-3.11411590533153,0.320324975441146,0.697421634591971
"RISAN.9","148","SECU","RISAN",-0.116845484117399,-0.116845484117399,0,0.0733329864500116
"RISAN.10","130","ADA","RISAN",-0.424599199870434,-0.424599199870434,0,0.0701417677801468
"DEUCRAVA","122","PBO","DEUCRAVA",-2.6380916124953,-2.6380916124953,0,0.993864189362139
"BIME.1","151","USK","BIME",-0.537331718189267,-0.537331718189267,0,0.0822097838014927
"BIME.2","120","PBO","BIME",-4.06205421496017,-3.23956352734409,-0.82249068761607,1.40665986259131
"BIME.3","150","PBO","BIME",-4.35817714792836,-3.23956352734409,-1.11861362058427,0.994314506402704
"BIME.4","151","PBO","BIME",-2.87057691873165,-3.23956352734409,0.368986608612444,0.488364153162793
"BIME.5","152","SECU","BIME",-0.140344591112728,-0.140344591112728,0,0.0372490540074827
"BIME.6","153","ADA","BIME",-0.506465647356094,-0.506465647356094,0,0.0802123506691958
"NETA.1","162","PBO","NETA",-1.29532258291416,-1.50150099161631,0.206178408702147,0.412410979163976
"NETA.2","165","PBO","NETA",-3.90438327741133,-1.50150099161631,-2.40288228579502,1.40790993868745
"SONELO.1","166","PBO","SONELO",-4.17770219005826,-4.17770219005826,0,1.40850212126388
"SONELO.2","166","SECU","SONELO",0.0375358302346169,0.0375358302346169,0,0.114977228675044
"FUM.1","88","PBO","FUM",-1.49738050351838,-1.49738050351838,0,0.408343500613986
"FUM.2","35","MTX","FUM",0.693147180559945,0.693147180559945,0,1.19721899973786
"TILDRA.1","126","ETA","TILDRA",-0.56550060457341,-0.56550060457341,0,0.11997367740795
"TILDRA.2","78","PBO","TILDRA",-2.74926046974887,-2.84770130684436,0.0984408370954846,0.992244139884098
"TILDRA.3","125","PBO","TILDRA",-2.60754013957813,-2.84770130684436,0.240161167266224,0.496545336483441
"TILDRA.4","126","PBO","TILDRA",-3.38069886011381,-2.84770130684436,-0.532997553269457,0.704452228263291
